date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:38	5029/5029	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:38%20GMT	https://hicoder.in/robots.txt		(from )
22:48:38	67238/67238	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:39%20GMT	https://hicoder.in/	F:/demo/sdad/hicoder.in/index.html	(from )
22:48:39	24762/24762	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:39%20GMT	https://hicoder.in/apple-touch-icon.png	F:/demo/sdad/hicoder.in/apple-touch-icon.html	(from https://hicoder.in/)
22:48:39	7990/7990	---M--	200	added ('OK')	image/png	etag:%221f36-60a9d1a0-238828;;;%22	https://hicoder.in/assets/images/fav.png	F:/demo/sdad/hicoder.in/assets/images/fav.png	(from https://hicoder.in/)
22:48:39	159470/159470	---M-Z	200	added ('OK')	text/css	etag:%2226eee-60a9d1a0-238776;gz%22	https://hicoder.in/assets/css/bootstrap.min.css	F:/demo/sdad/hicoder.in/assets/css/bootstrap.min.css	(from https://hicoder.in/)
22:48:39	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-60a9d1a0-238778;gz%22	https://hicoder.in/assets/css/font-awesome.min.css	F:/demo/sdad/hicoder.in/assets/css/font-awesome.min.css	(from https://hicoder.in/)
22:48:39	70824/70824	---M-Z	200	added ('OK')	text/css	etag:%22114a8-60a9d1a0-238775;gz%22	https://hicoder.in/assets/css/animate.css	F:/demo/sdad/hicoder.in/assets/css/animate.css	(from https://hicoder.in/)
22:48:39	4028/4028	---M-Z	200	added ('OK')	text/css	etag:%22fbc-60a9d1a0-23877c;gz%22	https://hicoder.in/assets/css/owl.carousel.css	F:/demo/sdad/hicoder.in/assets/css/owl.carousel.css	(from https://hicoder.in/)
22:48:40	1729/1729	---M-Z	200	added ('OK')	text/css	etag:%226c1-60a9d1a0-238781;gz%22	https://hicoder.in/assets/css/slick.css	F:/demo/sdad/hicoder.in/assets/css/slick.css	(from https://hicoder.in/)
22:48:40	5473/5473	---M-Z	200	added ('OK')	text/css	etag:%221561-60a9d1a0-23877b;gz%22	https://hicoder.in/assets/css/off-canvas.css	F:/demo/sdad/hicoder.in/assets/css/off-canvas.css	(from https://hicoder.in/)
22:48:40	7791/7791	---M-Z	200	added ('OK')	text/css	etag:%221e6f-60a9d1a0-238798;gz%22	https://hicoder.in/assets/fonts/linea-fonts.css	F:/demo/sdad/hicoder.in/assets/fonts/linea-fonts.css	(from https://hicoder.in/)
22:48:40	3319/3319	---M-Z	200	added ('OK')	text/css	etag:%22cf7-60a9d1a0-23878d;gz%22	https://hicoder.in/assets/fonts/flaticon.css	F:/demo/sdad/hicoder.in/assets/fonts/flaticon.css	(from https://hicoder.in/)
22:48:41	6954/6954	---M-Z	200	added ('OK')	text/css	etag:%221b2a-60a9d1a0-23877a;gz%22	https://hicoder.in/assets/css/magnific-popup.css	F:/demo/sdad/hicoder.in/assets/css/magnific-popup.css	(from https://hicoder.in/)
22:48:41	13826/13826	---M-Z	200	added ('OK')	text/css	etag:%223602-60a9d1a0-23877f;gz%22	https://hicoder.in/assets/css/rsmenu-main.css	F:/demo/sdad/hicoder.in/assets/css/rsmenu-main.css	(from https://hicoder.in/)
22:48:41	4082/4082	---M-Z	200	added ('OK')	text/css	etag:%22ff2-60a9d1a0-238901;gz%22	https://hicoder.in/assets/inc/custom-slider/css/nivo-slider.css	F:/demo/sdad/hicoder.in/assets/inc/custom-slider/css/nivo-slider.css	(from https://hicoder.in/)
22:48:41	4772/4772	---M-Z	200	added ('OK')	text/css	etag:%2212a4-60a9d1a0-238902;gz%22	https://hicoder.in/assets/inc/custom-slider/css/preview.css	F:/demo/sdad/hicoder.in/assets/inc/custom-slider/css/preview.css	(from https://hicoder.in/)
22:48:42	644/644	---M-Z	200	added ('OK')	text/css	etag:%22284-60a9d1a0-238780;gz%22	https://hicoder.in/assets/css/rsmenu-transitions.css	F:/demo/sdad/hicoder.in/assets/css/rsmenu-transitions.css	(from https://hicoder.in/)
22:48:42	319960/319960	---M-Z	200	added ('OK')	text/css	etag:%224e1d8-60a9d1a0-23877e;gz%22	https://hicoder.in/assets/css/rs-spacing.css	F:/demo/sdad/hicoder.in/assets/css/rs-spacing.css	(from https://hicoder.in/)
22:48:42	227618/227618	---M-Z	200	added ('OK')	text/css	etag:%2237922-60a9d1a0-238783;gz%22	https://hicoder.in/assets/css/style.css	F:/demo/sdad/hicoder.in/assets/css/style.css	(from https://hicoder.in/)
22:48:42	51494/51494	---M-Z	200	added ('OK')	text/css	etag:%22c926-60a9d1a0-23877d;gz%22	https://hicoder.in/assets/css/responsive.css	F:/demo/sdad/hicoder.in/assets/css/responsive.css	(from https://hicoder.in/)
22:48:42	2267/2267	---M-Z	200	added ('OK')	text/css	etag:%228db-60a9d1a0-238777;gz%22	https://hicoder.in/assets/css/custom.css	F:/demo/sdad/hicoder.in/assets/css/custom.css	(from https://hicoder.in/)
22:48:43	4230/4230	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:43%20GMT	https://hicoder.in/cdn-cgi/l/email-protection	F:/demo/sdad/hicoder.in/cdn-cgi/l/email-protection.html	(from https://hicoder.in/)
22:48:43	10222/10222	---M--	200	added ('OK')	image/png	etag:%2227ee-60a9d1a0-238833;;;%22	https://hicoder.in/assets/images/logo-dark.png	F:/demo/sdad/hicoder.in/assets/images/logo-dark.png	(from https://hicoder.in/)
22:48:44	38351/38351	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:44%20GMT	https://hicoder.in/about	F:/demo/sdad/hicoder.in/about.html	(from https://hicoder.in/)
22:48:44	30508/30508	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:45%20GMT	https://hicoder.in/contact	F:/demo/sdad/hicoder.in/contact.html	(from https://hicoder.in/)
22:48:45	48657/48657	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:45%20GMT	https://hicoder.in/syllabus	F:/demo/sdad/hicoder.in/syllabus.html	(from https://hicoder.in/)
22:48:45	34873/34873	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:46%20GMT	https://hicoder.in/how-to-apply	F:/demo/sdad/hicoder.in/how-to-apply.html	(from https://hicoder.in/)
22:48:45	40828/40828	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:46%20GMT	https://hicoder.in/course-fee	F:/demo/sdad/hicoder.in/course-fee.html	(from https://hicoder.in/)
22:48:46	31352/31352	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:46%20GMT	https://hicoder.in/apply	F:/demo/sdad/hicoder.in/apply.html	(from https://hicoder.in/)
22:48:46	43502/43502	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:47%20GMT	https://hicoder.in/hire	F:/demo/sdad/hicoder.in/hire.html	(from https://hicoder.in/)
22:48:47	24762/24762	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:47%20GMT	https://hicoder.in/index.html	F:/demo/sdad/hicoder.in/index-2.html	(from https://hicoder.in/)
22:48:47	10222/10222	---M--	200	added ('OK')	image/png	etag:%2227ee-60a9d1a0-238834;;;%22	https://hicoder.in/assets/images/logo.png	F:/demo/sdad/hicoder.in/assets/images/logo.png	(from https://hicoder.in/)
22:48:47	81319/81319	---M--	200	added ('OK')	image/jpeg	etag:%2213da7-60a9d1a0-2387a8;;;%22	https://hicoder.in/assets/images/about/h8-left-img.jpg	F:/demo/sdad/hicoder.in/assets/images/about/h8-left-img.jpg	(from https://hicoder.in/)
22:48:47	78050/78050	---M--	200	added ('OK')	image/jpeg	etag:%22130e2-60a9d1a0-238830;;;%22	https://hicoder.in/assets/images/home/2.jpg	F:/demo/sdad/hicoder.in/assets/images/home/2.jpg	(from https://hicoder.in/)
22:48:48	2933/2933	---M--	200	added ('OK')	image/png	etag:%22b75-60a9d1a0-238821;;;%22	https://hicoder.in/assets/images/counter/icon/1.png	F:/demo/sdad/hicoder.in/assets/images/counter/icon/1.png	(from https://hicoder.in/)
22:48:48	4546/4546	---M--	200	added ('OK')	image/png	etag:%2211c2-60a9d1a0-238822;;;%22	https://hicoder.in/assets/images/counter/icon/2.png	F:/demo/sdad/hicoder.in/assets/images/counter/icon/2.png	(from https://hicoder.in/)
22:48:48	21558/21558	---M--	200	added ('OK')	image/png	etag:%225436-60a9d1a0-238823;;;%22	https://hicoder.in/assets/images/counter/icon/3.png	F:/demo/sdad/hicoder.in/assets/images/counter/icon/3.png	(from https://hicoder.in/)
22:48:48	19442/19442	---M--	200	added ('OK')	image/png	etag:%224bf2-60a9d1a0-238824;;;%22	https://hicoder.in/assets/images/counter/icon/4.png	F:/demo/sdad/hicoder.in/assets/images/counter/icon/4.png	(from https://hicoder.in/)
22:48:49	4258/4258	---M--	200	added ('OK')	image/png	etag:%2210a2-60a9d1a0-2388fa;;;%22	https://hicoder.in/assets/images/whychooseus/style4/icons/1.png	F:/demo/sdad/hicoder.in/assets/images/whychooseus/style4/icons/1.png	(from https://hicoder.in/)
22:48:49	4812/4812	---M--	200	added ('OK')	image/png	etag:%2212cc-60a9d1a0-2388fb;;;%22	https://hicoder.in/assets/images/whychooseus/style4/icons/2.png	F:/demo/sdad/hicoder.in/assets/images/whychooseus/style4/icons/2.png	(from https://hicoder.in/)
22:48:49	73806/73806	---M--	200	added ('OK')	image/jpeg	etag:%221204e-60a9d1a0-2388fc;;;%22	https://hicoder.in/assets/images/whychooseus/style4/right-img.jpg	F:/demo/sdad/hicoder.in/assets/images/whychooseus/style4/right-img.jpg	(from https://hicoder.in/)
22:48:49	63501/63501	---M--	200	added ('OK')	image/jpeg	etag:%22f80d-60a9d1a0-23882d;;;%22	https://hicoder.in/assets/images/home/1.jpg	F:/demo/sdad/hicoder.in/assets/images/home/1.jpg	(from https://hicoder.in/)
22:48:49	9493/9493	---M--	200	added ('OK')	image/png	etag:%222515-60a9d1a0-2388a6;;;%22	https://hicoder.in/assets/images/services/style9/1.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/1.png	(from https://hicoder.in/)
22:48:50	7601/7601	---M--	200	added ('OK')	image/png	etag:%221db1-60a9d1a0-2388a7;;;%22	https://hicoder.in/assets/images/services/style9/2.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/2.png	(from https://hicoder.in/)
22:48:50	10300/10300	---M--	200	added ('OK')	image/png	etag:%22283c-60a9d1a0-2388a8;;;%22	https://hicoder.in/assets/images/services/style9/3.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/3.png	(from https://hicoder.in/)
22:48:50	2764/2764	---M--	200	added ('OK')	image/png	etag:%22acc-60a9d1a0-2388a9;;;%22	https://hicoder.in/assets/images/services/style9/4.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/4.png	(from https://hicoder.in/)
22:48:50	4812/4812	---M--	200	added ('OK')	image/png	etag:%2212cc-60a9d1a0-2388aa;;;%22	https://hicoder.in/assets/images/services/style9/5.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/5.png	(from https://hicoder.in/)
22:48:51	7280/7280	---M--	200	added ('OK')	image/png	etag:%221c70-60a9d1a0-2388ab;;;%22	https://hicoder.in/assets/images/services/style9/6.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/6.png	(from https://hicoder.in/)
22:48:51	7202/7202	---M--	200	added ('OK')	image/png	etag:%221c22-60a9d1a0-2388ac;;;%22	https://hicoder.in/assets/images/services/style9/7.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/7.png	(from https://hicoder.in/)
22:48:51	4355/4355	---M--	200	added ('OK')	image/png	etag:%221103-60a9d1a0-2388ad;;;%22	https://hicoder.in/assets/images/services/style9/8.png	F:/demo/sdad/hicoder.in/assets/images/services/style9/8.png	(from https://hicoder.in/)
22:48:51	12334/12334	---M--	200	added ('OK')	image/jpeg	etag:%22302e-60a9d1a0-2388db;;;%22	https://hicoder.in/assets/images/testimonial/avatar/1.jpg	F:/demo/sdad/hicoder.in/assets/images/testimonial/avatar/1.jpg	(from https://hicoder.in/)
22:48:51	11610/11610	---M--	200	added ('OK')	image/jpeg	etag:%222d5a-60a9d1a0-2388dc;;;%22	https://hicoder.in/assets/images/testimonial/avatar/2.jpg	F:/demo/sdad/hicoder.in/assets/images/testimonial/avatar/2.jpg	(from https://hicoder.in/)
22:48:52	21943/21943	---M--	200	added ('OK')	image/jpeg	etag:%2255b7-60a9d1a0-2388dd;;;%22	https://hicoder.in/assets/images/testimonial/avatar/3.jpg	F:/demo/sdad/hicoder.in/assets/images/testimonial/avatar/3.jpg	(from https://hicoder.in/)
22:48:52	10811/10811	---M--	200	added ('OK')	image/jpeg	etag:%222a3b-60a9d1a0-2388de;;;%22	https://hicoder.in/assets/images/testimonial/avatar/5.jpg	F:/demo/sdad/hicoder.in/assets/images/testimonial/avatar/5.jpg	(from https://hicoder.in/)
22:48:52	8588/8588	---M--	200	added ('OK')	image/jpeg	etag:%22218c-60a9d1a0-238836;;;%22	https://hicoder.in/assets/images/partner/1.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/1.jpg	(from https://hicoder.in/)
22:48:52	7962/7962	---M--	200	added ('OK')	image/jpeg	etag:%221f1a-60a9d1a0-238837;;;%22	https://hicoder.in/assets/images/partner/2.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/2.jpg	(from https://hicoder.in/)
22:48:53	7359/7359	---M--	200	added ('OK')	image/jpeg	etag:%221cbf-60a9d1a0-238838;;;%22	https://hicoder.in/assets/images/partner/3.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/3.jpg	(from https://hicoder.in/)
22:48:53	7040/7040	---M--	200	added ('OK')	image/jpeg	etag:%221b80-60a9d1a0-238839;;;%22	https://hicoder.in/assets/images/partner/4.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/4.jpg	(from https://hicoder.in/)
22:48:53	7068/7068	---M--	200	added ('OK')	image/jpeg	etag:%221b9c-60a9d1a0-23883a;;;%22	https://hicoder.in/assets/images/partner/5.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/5.jpg	(from https://hicoder.in/)
22:48:53	6918/6918	---M--	200	added ('OK')	image/jpeg	etag:%221b06-60a9d1a0-23883b;;;%22	https://hicoder.in/assets/images/partner/6.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/6.jpg	(from https://hicoder.in/)
22:48:54	8561/8561	---M--	200	added ('OK')	image/jpeg	etag:%222171-60a9d1a0-23883c;;;%22	https://hicoder.in/assets/images/partner/7.jpg	F:/demo/sdad/hicoder.in/assets/images/partner/7.jpg	(from https://hicoder.in/)
22:48:54	106149/106149	---M--	200	added ('OK')	image/jpeg	etag:%2219ea5-60a9d1a0-2387f4;;;%22	https://hicoder.in/assets/images/blog/1.jpg	F:/demo/sdad/hicoder.in/assets/images/blog/1.jpg	(from https://hicoder.in/)
22:48:54	13184/13184	---M--	200	added ('OK')	image/png	etag:%223380-60a9d1a0-2387fe;;;%22	https://hicoder.in/assets/images/blog/avatar/1.png	F:/demo/sdad/hicoder.in/assets/images/blog/avatar/1.png	(from https://hicoder.in/)
22:48:54	146499/146499	---M--	200	added ('OK')	image/jpeg	etag:%2223c43-60a9d1a0-2387f5;;;%22	https://hicoder.in/assets/images/blog/2.jpg	F:/demo/sdad/hicoder.in/assets/images/blog/2.jpg	(from https://hicoder.in/)
22:48:54	122684/122684	---M--	200	added ('OK')	image/jpeg	etag:%221df3c-60a9d1a0-2387f6;;;%22	https://hicoder.in/assets/images/blog/3.jpg	F:/demo/sdad/hicoder.in/assets/images/blog/3.jpg	(from https://hicoder.in/)
22:48:55	123090/123090	---M--	200	added ('OK')	image/jpeg	etag:%221e0d2-60a9d1a0-2387f7;;;%22	https://hicoder.in/assets/images/blog/4.jpg	F:/demo/sdad/hicoder.in/assets/images/blog/4.jpg	(from https://hicoder.in/)
22:48:55	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e5c927-4d7%22	https://hicoder.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/demo/sdad/hicoder.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://hicoder.in/)
22:48:56	25030/25030	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:56%20GMT	https://hicoder.in/faq	F:/demo/sdad/hicoder.in/faq.html	(from https://hicoder.in/)
22:48:56	44583/44583	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:57%20GMT	https://hicoder.in/privacy-policy	F:/demo/sdad/hicoder.in/privacy-policy.html	(from https://hicoder.in/)
22:48:57	31954/31954	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:18:57%20GMT	https://hicoder.in/terms-of-service	F:/demo/sdad/hicoder.in/terms-of-service.html	(from https://hicoder.in/)
22:48:57	15514/15514	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c9a-60a9d1a0-238912;gz%22	https://hicoder.in/assets/js/modernizr-2.8.3.min.js	F:/demo/sdad/hicoder.in/assets/js/modernizr-2.8.3.min.js	(from https://hicoder.in/)
22:48:57	86926/86926	---M-Z	200	added ('OK')	application/x-javascript	etag:%221538e-60a9d1a0-23890f;gz%22	https://hicoder.in/assets/js/jquery.min.js	F:/demo/sdad/hicoder.in/assets/js/jquery.min.js	(from https://hicoder.in/)
22:48:57	59969/59969	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ea41-60a9d1a0-238906;gz%22	https://hicoder.in/assets/js/bootstrap.min.js	F:/demo/sdad/hicoder.in/assets/js/bootstrap.min.js	(from https://hicoder.in/)
22:48:57	4406/4406	---M-Z	200	added ('OK')	application/x-javascript	etag:%221136-60a9d1a0-238916;gz%22	https://hicoder.in/assets/js/rsmenu-main.js	F:/demo/sdad/hicoder.in/assets/js/rsmenu-main.js	(from https://hicoder.in/)
22:48:57	6766/6766	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a6e-60a9d1a0-238910;gz%22	https://hicoder.in/assets/js/jquery.nav.js	F:/demo/sdad/hicoder.in/assets/js/jquery.nav.js	(from https://hicoder.in/)
22:48:58	42766/42766	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70e-60a9d1a0-238913;gz%22	https://hicoder.in/assets/js/owl.carousel.min.js	F:/demo/sdad/hicoder.in/assets/js/owl.carousel.min.js	(from https://hicoder.in/)
22:48:58	41954/41954	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3e2-60a9d1a0-238918;gz%22	https://hicoder.in/assets/js/slick.min.js	F:/demo/sdad/hicoder.in/assets/js/slick.min.js	(from https://hicoder.in/)
22:48:58	35313/35313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2289f1-60a9d1a0-23890a;gz%22	https://hicoder.in/assets/js/isotope.pkgd.min.js	F:/demo/sdad/hicoder.in/assets/js/isotope.pkgd.min.js	(from https://hicoder.in/)
22:48:58	5559/5559	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215b7-60a9d1a0-238909;gz%22	https://hicoder.in/assets/js/imagesloaded.pkgd.min.js	F:/demo/sdad/hicoder.in/assets/js/imagesloaded.pkgd.min.js	(from https://hicoder.in/)
22:48:59	8440/8440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220f8-60a9d1a0-23891b;gz%22	https://hicoder.in/assets/js/wow.min.js	F:/demo/sdad/hicoder.in/assets/js/wow.min.js	(from https://hicoder.in/)
22:48:59	2060/2060	---M-Z	200	added ('OK')	application/x-javascript	etag:%2280c-60a9d1a0-238917;gz%22	https://hicoder.in/assets/js/skill.bars.jquery.js	F:/demo/sdad/hicoder.in/assets/js/skill.bars.jquery.js	(from https://hicoder.in/)
22:48:59	1067/1067	---M-Z	200	added ('OK')	application/x-javascript	etag:%2242b-60a9d1a0-23890c;gz%22	https://hicoder.in/assets/js/jquery.counterup.min.js	F:/demo/sdad/hicoder.in/assets/js/jquery.counterup.min.js	(from https://hicoder.in/)
22:48:59	17946/17946	---M-Z	200	added ('OK')	application/x-javascript	etag:%22461a-60a9d1a0-23891a;gz%22	https://hicoder.in/assets/js/waypoints.min.js	F:/demo/sdad/hicoder.in/assets/js/waypoints.min.js	(from https://hicoder.in/)
22:48:59	53946/53946	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d2ba-60a9d1a0-23890e;gz%22	https://hicoder.in/assets/js/jquery.mb.YTPlayer.min.js	F:/demo/sdad/hicoder.in/assets/js/jquery.mb.YTPlayer.min.js	(from https://hicoder.in/)
22:49:00	20230/20230	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f06-60a9d1a0-23890d;gz%22	https://hicoder.in/assets/js/jquery.magnific-popup.min.js	F:/demo/sdad/hicoder.in/assets/js/jquery.magnific-popup.min.js	(from https://hicoder.in/)
22:49:00	29119/29119	---M-Z	200	added ('OK')	application/x-javascript	etag:%2271bf-60a9d1a0-238904;gz%22	https://hicoder.in/assets/inc/custom-slider/js/jquery.nivo.slider.js	F:/demo/sdad/hicoder.in/assets/inc/custom-slider/js/jquery.nivo.slider.js	(from https://hicoder.in/)
22:49:00	2796/2796	---M-Z	200	added ('OK')	application/x-javascript	etag:%22aec-60a9d1a0-238915;gz%22	https://hicoder.in/assets/js/plugins.js	F:/demo/sdad/hicoder.in/assets/js/plugins.js	(from https://hicoder.in/)
22:49:00	1770/1770	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ea-60a9d1a0-238907;gz%22	https://hicoder.in/assets/js/contact.form.js	F:/demo/sdad/hicoder.in/assets/js/contact.form.js	(from https://hicoder.in/)
22:49:00	13525/13525	---M-Z	200	added ('OK')	application/x-javascript	etag:%2234d5-60a9d1a0-238911;gz%22	https://hicoder.in/assets/js/main.js	F:/demo/sdad/hicoder.in/assets/js/main.js	(from https://hicoder.in/)
22:49:01	0/0	---M--	200	added ('OK')	application/javascript	etag:W/%220-179975adcdb%22	https://hicoder.in/public/assets/js/custom.js	F:/demo/sdad/hicoder.in/public/assets/js/custom.js	(from https://hicoder.in/)
22:49:02	39437/39437	---M-Z	200	added ('OK')	text/plain	etag:%22f32ebb1e93a72c0a57add6d07f688510%22	https://a.quora.com/qevents.js	F:/demo/sdad/a.quora.com/qevents.js	(from https://hicoder.in/)
22:49:02	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-60a9d1a0-23878f;gz%22	https://hicoder.in/assets/fonts/fontawesome-webfont.eot?v=4.7.0	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfont3e6e.eot	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:03	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-60a9d1a0-23878f;gz%22	https://hicoder.in/assets/fonts/fontawesome-webfont.eot?	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfontd41d.eot	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:04	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-60a9d1a0-238793;;;%22	https://hicoder.in/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:05	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-60a9d1a0-238792;;;%22	https://hicoder.in/assets/fonts/fontawesome-webfont.woff?v=4.7.0	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfont3e6e.woff	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:06	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-60a9d1a0-238791;gz%22	https://hicoder.in/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:06	444386/444386	---MCZ	200	added ('OK')	image/svg+xml	etag:%226c7e2-60a9d1a0-238790;gz%22	https://hicoder.in/assets/fonts/fontawesome-webfont.svg?v=4.7.0	F:/demo/sdad/hicoder.in/assets/fonts/fontawesome-webfont3e6e.svg	(from https://hicoder.in/assets/css/font-awesome.min.css)
22:49:07	24762/24762	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2017:19:07%20GMT	https://hicoder.in/assets/css/owl.video.play.png	F:/demo/sdad/hicoder.in/assets/css/owl.video.play.html	(from https://hicoder.in/assets/css/owl.carousel.css)
22:49:07	21478/21478	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2253e6-60a9d1a0-238794;gz%22	https://hicoder.in/assets/fonts/linea-basic-10.eot	F:/demo/sdad/hicoder.in/assets/fonts/linea-basic-10.eot	(from https://hicoder.in/assets/fonts/linea-fonts.css)
22:49:08	21478/21478	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2253e6-60a9d1a0-238794;gz%22	https://hicoder.in/assets/fonts/linea-basic-10.eot?	F:/demo/sdad/hicoder.in/assets/fonts/linea-basic-10d41d.eot	(from https://hicoder.in/assets/fonts/linea-fonts.css)
22:49:08	12260/12260	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222fe4-60a9d1a0-238797;;;%22	https://hicoder.in/assets/fonts/linea-basic-10.woff	F:/demo/sdad/hicoder.in/assets/fonts/linea-basic-10.woff	(from https://hicoder.in/assets/fonts/linea-fonts.css)
22:49:09	21284/21284	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%225324-60a9d1a0-238796;gz%22	https://hicoder.in/assets/fonts/linea-basic-10.ttf	F:/demo/sdad/hicoder.in/assets/fonts/linea-basic-10.ttf	(from https://hicoder.in/assets/fonts/linea-fonts.css)
22:49:09	47870/47870	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bafe-60a9d1a0-238795;gz%22	https://hicoder.in/assets/fonts/linea-basic-10.svg	F:/demo/sdad/hicoder.in/assets/fonts/linea-basic-10.svg	(from https://hicoder.in/assets/fonts/linea-fonts.css)
22:49:10	14218/14218	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22378a-60a9d1a0-238786;gz%22	https://hicoder.in/assets/fonts/Flaticon.eot	F:/demo/sdad/hicoder.in/assets/fonts/Flaticon.eot	(from https://hicoder.in/assets/fonts/flaticon.css)
22:49:11	14218/14218	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22378a-60a9d1a0-238786;gz%22	https://hicoder.in/assets/fonts/Flaticon.eot?	F:/demo/sdad/hicoder.in/assets/fonts/Flaticond41d.eot	(from https://hicoder.in/assets/fonts/flaticon.css)
22:49:11	7736/7736	---M--	200	added ('OK')	font/woff2	etag:%221e38-60a9d1a0-23878a;;;%22	https://hicoder.in/assets/fonts/Flaticon.woff2	F:/demo/sdad/hicoder.in/assets/fonts/Flaticon.woff2	(from https://hicoder.in/assets/fonts/flaticon.css)
22:49:12	9372/9372	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22249c-60a9d1a0-238789;;;%22	https://hicoder.in/assets/fonts/Flaticon.woff	F:/demo/sdad/hicoder.in/assets/fonts/Flaticon.woff	(from https://hicoder.in/assets/fonts/flaticon.css)
22:49:12	14040/14040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2236d8-60a9d1a0-238788;gz%22	https://hicoder.in/assets/fonts/Flaticon.ttf	F:/demo/sdad/hicoder.in/assets/fonts/Flaticon.ttf	(from https://hicoder.in/assets/fonts/flaticon.css)
